WS_Nm2,TW_takeoff,TW_cruise_seaLevel,TW_cruise_altitude,TW_OEI,TW_activeEnvelope,WS_landing_weight_limit,WS_takeoff_axis_landing_limit,betaLanding
6060,0.354985294117647,0.191854585081887,0.055829684258829,0.285,0.354985294117647,4743.14850807009,5580.17471537658,0.85
6070,0.355571078431373,0.191822305845667,0.0558202910010891,0.285,0.355571078431373,4743.14850807009,5580.17471537658,0.85
6080,0.356156862745098,0.191790599937327,0.0558110645817622,0.285,0.356156862745098,4743.14850807009,5580.17471537658,0.85
6090,0.356742647058824,0.191759464532591,0.0558020041789841,0.285,0.356742647058824,4743.14850807009,5580.17471537658,0.85
6100,0.357328431372549,0.191728896825704,0.05579310897628,0.285,0.357328431372549,4743.14850807009,5580.17471537658,0.85
6110,0.357914215686275,0.191698894029279,0.0557843781625202,0.285,0.357914215686275,4743.14850807009,5580.17471537658,0.85
6120,0.3585,0.191669453374147,0.0557758109318767,0.285,0.3585,4743.14850807009,5580.17471537658,0.85
6130,0.359085784313725,0.191640572109208,0.0557674064837794,0.285,0.359085784313725,4743.14850807009,5580.17471537658,0.85
6140,0.359671568627451,0.191612247501285,0.055759164022874,0.285,0.359671568627451,4743.14850807009,5580.17471537658,0.85
6150,0.360257352941176,0.191584476834979,0.0557510827589789,0.285,0.360257352941176,4743.14850807009,5580.17471537658,0.85
6160,0.360843137254902,0.191557257412522,0.0557431619070439,0.285,0.360843137254902,4743.14850807009,5580.17471537658,0.85
6170,0.361428921568627,0.191530586553636,0.0557354006871081,0.285,0.361428921568627,4743.14850807009,5580.17471537658,0.85
6180,0.362014705882353,0.191504461595391,0.0557277983242587,0.285,0.362014705882353,4743.14850807009,5580.17471537658,0.85
6190,0.362600490196078,0.191478879892064,0.0557203540485907,0.285,0.362600490196078,4743.14850807009,5580.17471537658,0.85
6200,0.363186274509804,0.191453838815004,0.0557130670951662,0.285,0.363186274509804,4743.14850807009,5580.17471537658,0.85
6210,0.363772058823529,0.191429335752489,0.0557059367039742,0.285,0.363772058823529,4743.14850807009,5580.17471537658,0.85
6220,0.364357843137255,0.191405368109593,0.0556989621198916,0.285,0.364357843137255,4743.14850807009,5580.17471537658,0.85
6230,0.36494362745098,0.191381933308052,0.0556921425926432,0.285,0.36494362745098,4743.14850807009,5580.17471537658,0.85
6240,0.365529411764706,0.191359028786129,0.0556854773767635,0.285,0.365529411764706,4743.14850807009,5580.17471537658,0.85
6250,0.366115196078431,0.191336651998481,0.055678965731558,0.285,0.366115196078431,4743.14850807009,5580.17471537658,0.85
6260,0.366700980392157,0.191314800416031,0.055672606921065,0.285,0.366700980392157,4743.14850807009,5580.17471537658,0.85
6270,0.367286764705882,0.191293471525834,0.0556664002140178,0.285,0.367286764705882,4743.14850807009,5580.17471537658,0.85
6280,0.367872549019608,0.191272662830954,0.0556603448838077,0.285,0.367872549019608,4743.14850807009,5580.17471537658,0.85
6290,0.368458333333333,0.191252371850332,0.0556544402084466,0.285,0.368458333333333,4743.14850807009,5580.17471537658,0.85
6300,0.369044117647059,0.191232596118661,0.0556486854705305,0.285,0.369044117647059,4743.14850807009,5580.17471537658,0.85
6310,0.369629901960784,0.191213333186264,0.0556430799572029,0.285,0.369629901960784,4743.14850807009,5580.17471537658,0.85
6320,0.37021568627451,0.191194580618967,0.0556376229601195,0.285,0.37021568627451,4743.14850807009,5580.17471537658,0.85
6330,0.370801470588235,0.191176335997978,0.0556323137754116,0.285,0.370801470588235,4743.14850807009,5580.17471537658,0.85
6340,0.371387254901961,0.191158596919765,0.0556271517036517,0.285,0.371387254901961,4743.14850807009,5580.17471537658,0.85
6350,0.371973039215686,0.191141360995938,0.0556221360498179,0.285,0.371973039215686,4743.14850807009,5580.17471537658,0.85
6360,0.372558823529412,0.191124625853126,0.0556172661232597,0.285,0.372558823529412,4743.14850807009,5580.17471537658,0.85
6370,0.373144607843137,0.191108389132864,0.0556125412376634,0.285,0.373144607843137,4743.14850807009,5580.17471537658,0.85
6380,0.373730392156863,0.191092648491471,0.0556079607110181,0.285,0.373730392156863,4743.14850807009,5580.17471537658,0.85
6390,0.374316176470588,0.191077401599939,0.0556035238655823,0.285,0.374316176470588,4743.14850807009,5580.17471537658,0.85
6400,0.374901960784314,0.191062646143816,0.0555992300278504,0.285,0.374901960784314,4743.14850807009,5580.17471537658,0.85
6410,0.375487745098039,0.191048379823091,0.0555950785285195,0.285,0.375487745098039,4743.14850807009,5580.17471537658,0.85
