AR,Span_m,RootChord_m,TipChord_m,MAC_m,K,L_over_D,TW_cruise,TW_req,TW_margin,Mroot_MNm,Score
8.67,38.8099893692333,6.75676078766221,2.19594725599022,4.86359290659082,0.0431928741683684,17.3568747334475,0.197986456064947,0.292892156862745,0.143765690376569,4.21397050204132,0.490470569860837
8.68,38.832364689264,6.75286752269612,2.19468194487624,4.86079049039353,0.0431431127925984,17.3638907284663,0.197906458326464,0.292892156862745,0.143765690376569,4.2164000038298,0.490634040665524
8.69,38.8547271239935,6.74898097991507,2.1934188184724,4.85799291290113,0.0430934659424343,17.3708962309255,0.197826644702454,0.292892156862745,0.143765690376569,4.21882810653829,0.490805672198656
8.7,38.877076695657,6.74510113999689,2.19215787049899,4.85520016020531,0.0430439332229602,17.3778912643451,0.19774701455804,0.292892156862745,0.143765690376569,4.22125481258109,0.490985431412091
8.71,38.8994134264259,6.74122798369705,2.19089909470154,4.85241221845363,0.0429945142410739,17.3848758521753,0.197667567261259,0.292892156862745,0.143765690376569,4.22368012436554,0.491173285417894
8.72,38.9217373384077,6.73736149184831,2.1896424848507,4.8496290738493,0.0429452086054763,17.3918500177958,0.197588302183048,0.292892156862745,0.143765690376569,4.2261040442921,0.491369201487422
8.73,38.9440484536469,6.73350164536029,2.1883880347421,4.84685071265085,0.0428960159266614,17.3988137845169,0.197509218697228,0.292892156862745,0.143765690376569,4.22852657475433,0.491573147050372
8.74,38.9663467941248,6.72964842521908,2.1871357381962,4.84407712117185,0.0428469358169055,17.4057671755793,0.197430316180483,0.292892156862745,0.143765690376569,4.23094771813894,0.491785089693863
8.75,38.9886323817597,6.72580181248685,2.18588558905823,4.84130828578063,0.0427979678902576,17.4127102141546,0.197351594012347,0.292892156862745,0.143765690376569,4.23336747682583,0.49200499716151
8.76,39.0109052384074,6.72196178830144,2.18463758119797,4.8385441929,0.042749111762529,17.4196429233454,0.197273051575189,0.292892156862745,0.143765690376569,4.23578585318807,0.492232837352489
8.77,39.0331653858613,6.718128333876,2.1833917085097,4.83578482900697,0.0427003670512832,17.4265653261855,0.197194688254193,0.292892156862745,0.143765690376569,4.238202849592,0.492468578320653
8.78,39.0554128458528,6.7143014304986,2.18214796491205,4.83303018063248,0.0426517333758262,17.4334774456405,0.197116503437345,0.292892156862745,0.143765690376569,4.24061846839719,0.492712188273617
8.79,39.0776476400512,6.71048105953184,2.18090634434785,4.83028023436112,0.0426032103571961,17.4403793046077,0.197038496515416,0.292892156862745,0.143765690376569,4.24303271195649,0.49296363557185
